,name,price,vendor_code,text,abbreviation,category
349,"Сухой корм Monge Dog Speciality Line Monoprotein Puppy & Junior для щенков всех пород, из говядины с рисом 2,5 кг",2400.0,70011372,"Monge (Монж) Dog Speciality Line Monoprotein Puppy & Junior сухой корм из мяса говядины с рисом для щенков всех пород 2,5 кг. Сбалансированный полнорационный корм для щенков всех пород в возрасте от 2 до 12 месяцев, который разработан на основе одного источника белка животного происхождения – говядины. Идеально подходит для питомцев, которые обладают повышенной чувствительностью к компонентам корма или нуждаются в исключающей диете. Пребиотики М.О.S и X.O.S. помогают сохранять естественный баланс кишечной микрофлоры и способствует оптимальному усвоению питательных веществ и укрепляет иммунитет. Комплекс растительных ингредиентов и экстрактов, таких как экстракт артишока, эхинацея, орегано и чеснок, являются природными иммуностимуляторами и гепатопротекторами. в данном рационе, для поддержания здоровья суставов опорно-двигательного аппарата и нормального роста щенка. Говядина (дегидрированное 30%, свежее мясо 10%), рис (15%), кукуруза, животный жир (очищенный на 99,5% куриный жир ), картофельный белок, пивные дрожжи, картофель, сухая свекольная пульпа, гидролизованный животный белок (печень), рыбий жир (масло лосося), минеральные вещества, дрожжевые продукты (маннанолигосахариды МОS 1%), ксилоолигосахариды (XOS 0,3%), юкка шидигера (0,3%), мука из водорослей (спирулина – (Arthrospira platensis) 0,3%), продукты переработки растений (корень эхинацеи (Echinacea purpurea) 0,2%, орегано (Origanum Vulgare) 0,1%), сушеный чеснок (0,2%), глюкозамин (0,057%), хондроитина сульфат (0,04%). сырой белок: 31%, сырая клетчатка: 2%, сырой жир: 17%, сырая зола: 7%, кальций: 1,6%, фосфор: 1,1%, кальций/фосфор = 1,4, омега-3 жирные кислоты: 0,5%, омега-6 жирные кислоты: 4%. витамин A (ретинола ацетат) 35 300 МЕ, витамин D3 1850 МЕ, витамин Е (альфа-токоферола ацетат) 82 мг, селен (селенит натрия 0,38 мг) 0,17 мг, марганец (сульфат марганца моногидрат 80 мг) 26 мг, цинк (оксид цинка 152 мг) 122 мг, медь (сульфат меди [II] пентагидрат 41 мг) 10,5 мг, железо (сульфат железа [II] моногидрат 266 мг) 87,5 мг, йод (йодат кальция безводный 2,1 мг) 1,4 мг, L-карнитин: 100 мг, технически чистый DL-метионин 1500 мг. Технологические добавки: Антиоксиданты (экстракт токоферолов из растительных масел). Вкусовые добавки: экстракт каштана (Castanea sativa) 20 мг/кг, экстракт артишока (Cynara scolymus L.) 300 мг/кг. Говядина (дегидрированное 30%, свежее мясо 10%), рис (15%), кукуруза, животный жир (очищенный на 99,5% куриный жир ), картофельный белок, пивные дрожжи, картофель, сухая свекольная пульпа, гидролизованный животный белок (печень), рыбий жир (масло лосося), минеральные вещества, дрожжевые продукты (маннанолигосахариды МОS 1%), ксилоолигосахариды (XOS 0,3%), юкка шидигера (0,3%), мука из водорослей (спирулина – (Arthrospira platensis) 0,3%), продукты переработки растений (корень эхинацеи (Echinacea purpurea) 0,2%, орегано (Origanum Vulgare) 0,1%), сушеный чеснок (0,2%), глюкозамин (0,057%), хондроитина сульфат (0,04%).","сухой корм & для щенков всех пород, из говядины с рисом 2,5 кг",сухой корм для собак
350,TetraBetta корм для рыб в хлопьях 100 мл,388.0,198913,"TetraBetta – основной корм высокого качества, разработанный специально для бойцовых рыб и других видов лабиринтовых. отличается высоким содержанием протеина, благодаря добавлению в состав корма креветок и мелких морских рачков благоприятствует росту и развитию плавников с содержанием натуральных усилителей естественной окраски рыб. Форма выпуска 100 мл. Состав Ингредиенты: Рыба и побочные рыбные продукты, Зерновые культуры, Экстракты растительного белка, Дрожжи, Моллюски и раки (Криль 6,7%), Масла и жиры, Водоросли, Минеральные вещества. Аналитические компоненты: Сырой белок 48,0%, Сырые масла и жиры 10,0%, Сырая клетчатка 1,5%, Содержание влаги 7,0%. Комбинации микроэлементов: Е5 Марганец 90 мг/кг, Е6 Цинк 53 мг/кг, Е1 Железо 35 мг/кг. Красители, Антиоксиданты. Рыба и побочные рыбные продукты, Зерновые культуры, Экстракты растительного белка, Дрожжи, Моллюски и раки (Криль 6,7%), Масла и жиры, Водоросли, Минеральные вещества.",корм для рыб в хлопьях 100 мл,корм для рыб
351,"Tetra Algae Mix корм для растительноядных видов рыб,10 л (ведро)",10225.0,284746,"Tetra Algae Mix — это высококачественный корм в виде хлопьев, который специально разработан с учетом особых потребностей всех видов травоядных декоративных рыб. Состоит из сбалансированной смеси спирулины (20%), нори (17%) и хлореллы (3%). Три вида этих водорослей содержат жизненно необходимые элементы и обогащены белком, витаминами и минералами. Кроме того, в них содержится большое количество незаменимых жирных кислот. Таким образом, они способствуют оздоровлению иммунной системы и поддержанию жизненных сил и окраса. Высокое содержание клетчатки обеспечивает здоровое пищеварение. Для обеспечения травоядных рыб максимальным количеством натуральных компонентов корм также содержит ингредиенты животного происхождения. Креветки — это еще одно богатое белком лакомство, которое способствует здоровому росту рыб. Продукт также поддерживает чистоту воды. Тетра АлджиМикс — это идеальный полноценный корм для ежедневного питания всех видов травоядных декоративных рыб. Состав Питательная ценность: Сырой белок 41,0%, Сырой жир 6,0%, Сырая клетчатка 2,0%, Содержание влаги 8,0%. Витамины: Витамин Д3 1095 МЕ/кг. Консерванты, Антиоксиданты. Водоросли ( Спирулина 20%, Водоросли нори 17%, Хлорелла 3%), Рыба и побочные рыбные продукты, Зерновые культуры, Моллюски и раки, Экстракты растительного белка, Масла и жиры, Дрожжи.","корм для растительноядных видов рыб,10 л (ведро)",корм для рыб
352,"Fiory Корм для хомяков ""Fiory Breeders"", 900 г",313.0,8700,"Fiory Корм для хомяков ""Fiory Breeders"", 900 г Основной полнорационный корм предназначенный для ежедневного кормления. В состав корма входят плоды рожкового дерева которые обладают высокой питательной и вкусовой ценностью. Способствуют оптимальной работе сердца и почек, укрепляют иммунитет. Состав Состав: пшеница, кукуруза, гречиха, рожь, очищенный овес, ячмень, семена подсолнечника, плоды рожкового дерева, дробленый горох, очищенный арахис. Ингредиенты ,","корм для хомяков ""fiory 900 г",корм для хомяков
353,"Fiory Корм для средних попугаев ""Fiory Breeders"", 1 кг",428.0,8560,"Fiory Корм для средних попугаев ""Fiory Breeders"", 1 кг Основной полнорационный корм предназначенный для ежедневного кормления. Смесь для попугаев средних размеров представляет собой особое сочетание компонентов богатых витаминами, углеводами и протеинами. В состав входит сафлор, его зерна похожи на белые семечки подсолнуха. Характеризуются высоким содержанием клетчатки, масел и белка. Обеспечивают профилактику запоров, улучшают пигментацию. Состав Состав: просо желтое, овес очищенный, просо белое, пшеница, подсолнечник полосатый, сафлор, просо красное, гречиха, канареечник. Ингредиенты ,","корм для средних попугаев ""fiory 1 кг",корм для попугаев
354,Tetra ReptoFrog основной корм для водных лягушек и тритонов в гранулах 100 мл,457.0,194816,"Tetra ReptoFrog (Тетра Репто Фрог) - полноценный продукт для питания водных лягушек, тритонов. Состав представляет собой гранулы, расфасованные по 100 мл. Гранулы очень легко захватываются питомцами. Отличительными особенностями корма является то, что он богат белками. Большое количество белков в корме Tetra ReptoFrog способствует оптимальному росту лягушек и тритонов. Состав Состав: Рыба и побочные рыбные продукты, Зерновые культуры, Экстракты растительного белка, Растительные продукты, Водоросли, Моллюски и раки, Дрожжи, Масла и жиры, Минеральные вещества. Аналитический состав: Сырой белок 39,0%, Сырые масла и жиры 9,0%, Сырая клетчатка 7,0%, Содержание влаги 8,0%. Добавки: Витамины, Провитамины и химические вещества с аналогичным воздействием: Витамин А 29070 МЕ/кг, Витамин Д3 1820 МЕ/кг. Комбинации микроэлементов: Е5 Марганец 64 мг/кг, Е6 Цинк 38 мг/кг, Е1 Железо 25 мг/кг. Красители, Консерванты, Антиоксиданты",основной корм для водных лягушек и тритонов в гранулах 100 мл,корм для лягушек
355,"TetraMin XL корм для всех видов рыб крупные хлопья 3,6 л",3756.0,193789,"TetraMin XL – Основной корм для долгой и здоровой жизни всех видов тропических рыб. С новой формулой для гарантированно чистой воды. с запатентованной формулой BioActive- для продолжительной и здоровой жизни Ваших питомцев содержит 40 видов отборного высококачественного сырья легко усваивается всеми видами тропических рыб Тщательно отобранная комбинация из высококачественных питательных веществ, витаминов и минералов для полноценного, здорового питания формула корма содержит все необходимые белки и специальные аминокислоты Состав Состав:Рыба и побочные рыбные продукты, Зерновые культуры, Дрожжи, Экстракты растительного белка, Моллюски и раки, Масла и жиры, Сахар(Олигофруктоза 1%), Водоросли, Минеральные вещества. Аналитический состав:Сырой белок 46,0%, Сырые масла и жиры 11,0%, Сырая клетчатка 3,0%, Содержание влаги 6,0%. Добавки:Витамины, Провитамины и химические вещества с аналогичным воздействием: Витамин А 37680 МЕ/кг, Витамин Д3 1990 МЕ/кг. Комбинации микроэлементов: Е5 Марганец 96 мг/кг, Е6 Цинк 57 мг/кг, Е1 Железо 37 мг/кг. Красители, Антиоксиданты.","корм для всех видов рыб крупные хлопья 3,6 л",корм для рыб
356,TetraHoliday Menu корм в желе на время отпуска 30 г,475.0,289819,"Разнообразный корм для рыб на время отпуска до 14 дней На 100 % съедобный гелевый блок корма. Содержит богатые белком пеллеты с формулой БиоАктив. Содержит все необходимые витамины, микроэлементы и минералы. Продукт обогащен невероятно вкусной дафнией и крилем. Для оптимальных параметров воды без помутнений Состав Состав: Моллюски и раки (Дафния 3,5%, Криль 1,2%), Минеральные вещества, Зерновые культуры, Экстракты растительного белка, Рыба и побочные рыбные продукты, Дрожжи, Масла и жиры, Водоросли. Микроэлементы: Марганец как моногидрат сульфата марганца (II) 2,9 мг/кг, Цинк (сульфат цинка моногидрат) 1,7 мг/кг, Железо (сульфат железа (II) моногидрат) 1,1 мг/кг. Красители, Консерванты, Антиоксиданты. Ингредиенты Моллюски и раки (Дафния 7%), Дрожжи.",корм в желе на время отпуска 30 г,
357,"Monge Dog Speciality Mini корм для щенков мелких пород с ягненком и рисом 2,5 кг+ полотенце в форме косточки",1684.0,PZ70011525,"Ингредиенты Ингредиенты: ягненок (30% дегидрированного и 10% свежего мяса), рис, концентрат картофельного белока, кукуруза, сухая свекольная пульпа, кукурузная глютеновая мука, пивные дрожжи (источник МОС и витамина B12), гидролизованный животный белок, животный жир (куриный жир 99,6%, консервированный с помощью натуральных антиоксидантов), овес (источник ценных пищевых волокон), КОС (ксилоолигосахариды 3г/кг), гидролизованные дрожжи (источник МОС), юкка Шидигера, спирулина, гидролизованные хрящи (источник хондроитина сульфата), гидролизованные ракообразные (источник глюкозамина), метилсульфонилметан, корень эхинацеи, орегано, порошок сушеного чеснока.","корм для щенков мелких пород с ягненком и рисом 2,5 кг+ полотенце в форме косточки",сухой корм для кошек
358,"Fiory Корм для экзотических птиц ""Fiory Breeders"", 1 кг",472.0,8540,"Fiory Корм для экзотических птиц ""Fiory Breeders"", 1 кг Основной полнорационный корм предназначенный для ежедневного кормления. Семена льна входящие в состав содержат жирные кислоты групп омега-3 и омега - 6, поддерживающие здоровье и красоту оперения птиц. Улучшают пищеварение, предупреждают заболевания желудочно-кишечного тракта., а нигер (нуг абиссинский) является источником витаминов, крахмала, жирных кислот, пищевых волокон. Обладает высокой пищевой ценностью и оказывает общеукрепляющее действие на организм. Улучшает иммунитет. Состав Состав: желтое просо, белое просо, паникум, красное просо, канареечник, лен, нигер. Ингредиенты ,","корм для экзотических птиц ""fiory 1 кг",корм для птиц
359,"TetraPleco Veggie Wafers корм-пластинки с добавлением цуккини для донных рыб 3,6 л",6260.0,281882,"Состав Состав:Зерновые культуры, Экстракты растительного белка, Растительные продукты, Дрожжи, Масла и жиры, Водоросли, Овощи (Цукини 2,9%), Минеральные вещества. Аналитический состав:Сырой белок 29,0%, Сырые масла и жиры 8,0%, Сырая клетчатка 5,0%, Содержание влаги 6,0%. Добавки:Витамины, Провитамины и химические вещества с аналогичным воздействием: Витамин А 28200 МЕ/кг, Витамин Д3 1760 МЕ/кг. Комбинации микроэлементов: Е5 Марганец 80 мг/кг, Е6 Цинк 47 мг/кг, Е1 Железо 31 мг/кг. Красители, Антиоксиданты.","корм-пластинки с добавлением цуккини для донных рыб 3,6 л",корм для рыб
360,"TetraCichlid Sticks корм для всех видов цихлид в палочках 3,6 л",4416.0,193802,"TetraCichlid Sticks – основной корм в виде палочек для всех видов цихловых и других крупных декоративных рыб. палочки плавают на поверхности воды и благодаря своей форме принимают вид естественного природного корма крупных рыб состав корма полностью соответствует потребностям организма цихлид в потреблении протеинов и специальных аминокислот усиливает натуральную окраску, жизненную энергию рыб и сопротивляемость болезням Форма выпуска 3,6 л. Состав Ингредиенты: рыба и побочные рыбные продукты, Растительные продукты, Экстракты растительного белка, Дрожжи, Зерновые культуры, Масла и жиры, Минеральные вещества, Водоросли. Анализ компонентов: сырой белок 46,0%, Сырые масла и жиры 8,0%, Сырая клетчатка 2,0%, Содержание влаги 6,0%. Витамины, Провитамины и химические вещества с аналогичным воздействием: Витамин А 30480 МЕ/кг, Витамин Д3 1900 МЕ/кг. Комбинации микроэлементов: Е5 Марганец 69 мг/кг, Е6 Цинк 41 мг/кг, Е1 Железо 27 мг/кг. Связующие вещества: Бентонит-Монтмориллонит 5100 мг/кг. Красители, Антиоксиданты. Рыба и побочные рыбные продукты, Растительные продукты, Экстракты растительного белка, Дрожжи, Зерновые культуры, Масла и жиры, Минеральные вещества, Водоросли.","корм для всех видов цихлид в палочках 3,6 л",корм для цихлид
361,"Влажный корм Monge Dog Grill Senior для пожилых собак, из утки, паучи 100 г",100.0,70013185,"Monge (Монж) Dog Grill полнорационный беззерновой влажный корм с мясом утки для пожилых собак всех пород 100 г. Нежные кусочки в аппетитном соусе из отборных ингредиентов высокого качества с мясом утки для пожилых собак всех пород. Кусочки, приготовленные по итальянскому рецепту, запекаются по инновационной технологии в печи, что обеспечивает высокую вкусовую привлекательность для Вашего питомца. Корм содержит в себе все необходимые витамины, аминокислоты, минералы и является полнорационным, а так же в корме содержатся глюкозамин и хондроитин для поддержания здоровья суставов. Без ГМО, искусственных красителей и ароматизаторов. Сделано в Италии. Сочетание влажного корма с сухим регулирует водный баланс организма, что особенно важно для питомцев, которые пьют мало воды. Мясо и мясные субпродукты 45% (утка 14%), минеральные вещества, глюкозамин 0,008%, хондроитина сульфат 0,004%. сырой белок 8.5%, сырая клетчатка 0.5%, сырой жир 5.5%, сырая зола 2,5%, влага 80%. витамин D3 250 МЕ, витамин E (альфа-токоферола ацетат) 8 мг. Мясо и мясные субпродукты 45% (утка 14%), минеральные вещества, глюкозамин 0,008%, хондроитина сульфат 0,004%.","влажный корм для пожилых собак, из утки, паучи 100 г",влажный корм для собак
362,"Влажный корм Monge Dog Fresh Chunks in Loaf для взрослых собак, мясной рулет из утки, консервы 400 г",232.0,70014564,"Monge (Монж) Dog Fresh полнорационный влажный корм с мясом утки для взрослых собак всех пород 400 г. Аппетитные мясные кусочки в паштете для взрослых собак из отборных ингредиентов высокого качества с мясом утки. Особенная технология приготовления, путем смешивания мясных кусочков и паштета, придаёт корму необычную текстуру, что сможет удивить и заинтересовать вашего питомца. Без ГМО, искусственных красителей и ароматизаторов. Сделано в Италии. Состав Мясо и мясные субпродукты (свежее мясо: утка 26%, курица 10%), злаки, масла и жиры, минеральные вещества. сырой белок 8%, сырая клетчатка 0,5%, сырые масла и жиры 6,5%, сырая зола 2%, влажность 79%. 1 105 ккал/кг. витамин D3 450 МЕ, витамин Е (альфа-токоферола ацетат) 15 мг, селен (селенит натрия 0,04 мг) 0,018 мг, марганец (сульфат марганца моногидрат 9 мг) 2,9 мг, цинк (оксид цинка 32 мг) 25,7 мг, медь (сульфат меди(II) пентагидрат 3,5 мг) 0,89 мг, железо (сульфат железа моногидрат 15 мг) 4,93 мг, йод (йодат кальция безводный 1,8 мг) 1,17 мг. Мясо и мясные субпродукты (свежее мясо: утка 26%, курица 10%), злаки, масла и жиры, минеральные вещества.","влажный корм для взрослых собак, мясной рулет из утки, консервы 400 г",влажный корм для собак
363,"Влажный корм Monge Dog Fresh Chunks in Loaf для взрослых собак, мясной рулет из ягненка, консервы 400 г",232.0,70014571,"Monge (Монж) Dog Fresh полнорационный влажный корм с мясом ягнёнка для взрослых собак всех пород 400 г. Аппетитные мясные кусочки в паштете для взрослых собак из отборных ингредиентов высокого качества с мясом ягнёнка. Особенная технология приготовления, путем смешивания мясных кусочков и паштета, придаёт корму необычную текстуру, что сможет удивить и заинтересовать вашего питомца. Без ГМО, искусственных красителей и ароматизаторов. Сделано в Италии. Состав Мясо и мясные субпродукты (свежее мясо: ягнёнок 26%, курица 10%), злаки, масла и жиры, минеральные вещества. сырой белок 8,2%, сырая клетчатка 0,5%, сырые масла и жиры 5%, сырая зола 2,7%, влажность 79%. 1 105 ккал/кг. витамин D3 450 МЕ, витамин Е (альфа-токоферола ацетат) 15 мг, селен (селенит натрия 0,04 мг) 0,018 мг, марганец (сульфат марганца моногидрат 9 мг) 2,9 мг, цинк (оксид цинка 32 мг) 25,7 мг, медь (сульфат меди(II) пентагидрат 3,5 мг) 0,89 мг, железо (сульфат железа моногидрат 15 мг) 4,93 мг, йод (йодат кальция безводный 1,8 мг) 1,17 мг. Мясо и мясные субпродукты (свежее мясо: ягнёнок 26%, курица 10%), злаки, масла и жиры, минеральные вещества.","влажный корм для взрослых собак, мясной рулет из ягненка, консервы 400 г",влажный корм для собак
364,"Сухой корм Monge Cat PFB Speciality Line Monoprotein, для взрослых кошек, из лосося 10 кг",8676.0,70005142,"Monge (Монж) Cat PFB Speciality Line Monoprotein сухой корм из лосося для взрослых кошек и котов 10 кг. Сбалансированный полнорационный корм для взрослых кошек, который разработан на основе одного источника белка животного происхождения – лосося. Идеально подходит для питомцев, которые обладают повышенной чувствительностью к компонентам корма или нуждаются в исключающей диете. Свежее мясо в составе делает корм ещё более аппетитным и привлекательным даже для самых привередливых кошек. Содержит важнейшие антиоксиданты, в том числе витамин Е, для поддержания иммунной системы. Пребиотики М.О.S и X.O.S. помогают сохранять естественный баланс кишечной микрофлоры и способствует оптимальному усвоению питательных веществ. Без ГМО, искусственных красителей и ароматизаторов. Сделано в Италии. Состав Дегидрированный лосось (26%), рис, курица (свежее мясо мин.10%), кукуруза, животный жир (очищенное куриное масло 99,5%), гидролизованный животный белок, пивные дрожжи, рыбий жир (очищенное масло лосося 99,5%), маннанолигосахариды (МОС 1%), ксилоолигосахариды (КОС 0,3%), юкка Шидигера (0,1%), шиповник (0,1%), порошок молочного белка. Питательная ценность: сырой белок 33%, сырая клетчатка 1,4%, сырые жиры 15%, сырая зола 6,0%, кальций 1,6%, фосфор 1,1%, омега-3 жирные кислоты 0,6%, омега-6 жирные кислоты 3,85%. Энергетическая ценность: 4230 ккал/кг. Питательные добавки в одном кг: витамин А (ретинола ацетат): 26 000 МЕ, витамин D3: 1820 МЕ, витамин Е (альфа-токоферол ацетат): 420 мг, селен (селенит натрия 0,17мг): 0,07 мг, марганец (сульфат марганца моногидрат 26 мг): 8,5 мг, цинк (оксид цинка 122 мг): 98 мг, медь (сульфат меди пентагидрат 10,5 мг): 2,6 мг, железо (сульфат железа моногидрат 87,5 мг): 28,8 мг, йод (безводный йодат кальция 1,4 мг): 0,9 мг, DL-метионин технически очищенный: 1000 мг, таурин: 1200 мг. Технологические добавки:Богатые токоферолом экстракты натурального происхождения из растительных масел Дегидрированный лосось (26%), рис, курица (свежее мясо мин.10%), кукуруза, животный жир (очищенное куриное масло 99,5%), гидролизованный животный белок, пивные дрожжи, рыбий жир (очищенное масло лосося 99,5%), маннанолигосахариды (МОС 1%), ксилоолигосахариды (КОС 0,3%), юкка Шидигера (0,1%), шиповник (0,1%), порошок молочного белка.","сухой корм для взрослых кошек, из лосося 10 кг",сухой корм для кошек
365,"Сухой корм Monge Cat PFB Speciality Line Monoprotein Sterilised для стерилизованных кошек, из форели 10 кг",8676.0,70005159,"Monge (Монж) Cat PFB Speciality Line Monoprotein сухой корм для стерилизованных кошек и кастрированных котов из форели 10 кг. Сбалансированный полнорационный корм для стерилизованных кошек, который разработан на основе одного источника белка животного происхождения – форели. Идеально подходит для питомцев, которые обладают повышенной чувствительностью к компонентам корма или нуждаются в исключающей диете. Свежее мясо в составе делает корм ещё более аппетитным и привлекательным даже для самых привередливых кошек. Содержит важнейшие антиоксиданты, в том числе витамин Е, для поддержания иммунной системы. Пребиотики М.О.S и X.O.S. помогают сохранять естественный баланс кишечной микрофлоры и способствует оптимальному усвоению питательных веществ. Без ГМО, искусственных красителей и ароматизаторов. Сделано в Италии. Состав Дегидрированная форель (26%), пшеница, кукурузный глютен, животный жир (очищеное куриный жир 99,5%), гидролизованный животный белок (печень), рыбий жир (очищенный масло лосося 99,5%), гороховая клетчатка, ксилоолигосахариды (XOS 0,3%), минеральные вещества, юкка Шидигера (0,1%), шиповник (0,1%). Питательная ценность: сырой белок 37%, Сырая клетчатка 3%, Сырые жиры 12%, Сырая зола 5,5%, Кальций 0,6%, Фосфор, 0,5%, Магний 0,07%, Натрий 0,1%, омега-3 жирные кислоты: 0,3%, омега-6 жирные кислоты: 3,0%. Энергетическая ценность 3980 ккал/кг. Питательные добавки в одном кг: Витамин A (ретинола ацетат): 30700 МЕ/кг, Витамин D3: 1620 МЕ/кг, Витамин Е (альфа-токоферола ацетат): 72 мг/кг, селен (селенит натрия 0,4 мг/кг): 0,2 мг/кг, марганец (сульфат марганца моногидрат - 103 мг/кг): 33 мг/кг, цинк (оксид цинка - 196 мг/кг): 157 мг/кг, медь (сульфата меди [II] пентагидрат 53 мг/кг): 13 мг/кг, железо (сульфата железа [II] моногидрат 342 мг/кг): 112 мг/кг, йод (йодат кальция безводный - 2,7 мг/кг): 1,8 мг/кг, технически очищенный DL-метионин: 1000 мг/кг, таурин: 1200 мг/кг, L-карнитин: 500 мг/кг. Технологические добавки: Богатые токоферолом экстракты натурального происхождения из растительных масел. Дегидрированная форель (26%), пшеница, кукурузный глютен, животный жир (очищеное куриный жир 99,5%), гидролизованный животный белок (печень), рыбий жир (очищенный масло лосося 99,5%), гороховая клетчатка, ксилоолигосахариды (XOS 0,3%), минеральные вещества, юкка Шидигера (0,1%), шиповник (0,1%).","сухой корм для стерилизованных кошек, из форели 10 кг",сухой корм для стерилизованных кошек
366,"Сухой корм Monge Cat PFB Speciality Line Monoprotein для котят и беременных кошек, из форели 10 кг",8754.0,70005166,"Monge (Монж) Cat PFB Speciality Line Monoprotein сухой корм из форели для котят 10 кг. Сбалансированный полнорационный корм для котят с 1 до 12 месяцев, который разработан на основе одного источника белка животного происхождения – форели. Идеально подходит для питомцев, которые обладают повышенной чувствительностью к компонентам корма или нуждаются в исключающей диете. Витамин D3 обеспечивает прочность костей скелета у растущих котят. Содержит важнейшие антиоксиданты, в том числе витамин Е, для поддержания иммунной системы. Пребиотики М.О.S и X.O.S. помогают сохранять естественный баланс кишечной микрофлоры и способствует оптимальному усвоению питательных веществ. Дегидрированная форель (30%), рис, животный жир (очищенный куриный жир 99,5%), кукуруза, кукурузная клейковина, картофельный белок, картофель, сухая свекольная пульпа, гидролизированный животный белок (печень), минеральные вещества, рыбий жир (очищенное на 99,5% масло лосося), пивные дрожжи, гороховая клетчатка, ксилоолигосахариды (XOS 0,3%), юкка Шидигера (0,1%), продукт переработки растений (шдиповник 0,1%). сырой белок: 33%, сырая клетчатка: 2,5%, сырой жир: 20%, сырая зола: 8%, кальций: 1%, фосфор: 0,8%, омега-3 жирные кислоты: 0,5%, омега-6 жирные кислоты: 4,2%. витамин A (ретинола ацетат): 30 700 МЕ, витамин D3: 1610 МЕ/кг, витамин Е (альфа-токоферола ацетат): 72 мг, селен (селенит натрия 0,4 мг): 0,18 мг, марганец (сульфат марганца моногидрат 60 мг): 19,9 мг, цинк (оксид цинка 180 мг): 144 мг, медь (сульфат меди [II] пентагидрат 24 мг) 6 мг, железо (сульфат железа [II] моногидрат 200 мг) 65,8 мг, йод (йодат кальция безводный 2,4 мг) 1,6 мг, L-карнитин: 1000 мг, технически чистый DL-метионин 1000 мг, таурин 1000 мг. Технологические добавки:экстракт токоферолов из растительных масел. Дегидрированная форель (30%), рис, животный жир (очищенный куриный жир 99,5%), кукуруза, кукурузная клейковина, картофельный белок, картофель, сухая свекольная пульпа, гидролизированный животный белок (печень), минеральные вещества, рыбий жир (очищенное на 99,5% масло лосося), пивные дрожжи, гороховая клетчатка, ксилоолигосахариды (XOS 0,3%), юкка Шидигера (0,1%), продукт переработки растений (шиповник 0,1%).","сухой корм для котят и беременных кошек, из форели 10 кг",сухой корм для кошек
367,Сухой корм Monge Dog PFB BWild LOW GRAIN низкозерновой из мяса оленя для взрослых собак всех пород 15 кг,12923.0,70004534,"Monge (Монж) Dog PFB BWild LOW GRAIN All Breeds (холистик) низкозерновой сухой корм из мяса оленя для взрослых собак всех пород 15 кг. Полнорационный сбалансированный корм из мяса оленя, который разработан с учётом физиологических особенностей взрослых собак всех пород. Идеально подходит в качестве повседневного рациона для домашних питомцев. Корм разработан с высоким содержанием белка и с ограниченным количеством злаков, не содержит картофель. Лесные ягоды и травы - источники питательных веществ, натуральной клетчатки и биологически активных компонентов. Оптимальный баланс Омега-3 и Омега-6 в составе корма чрезвычайно важен для поддержания красоты шерсти и здоровья кожи. Содержание в корме М.О.S и Х.О.S помогает сохранить естественный баланс кишечной микрофлоры и способствует оптимальному усвоению питательных веществ. Без ГМО, искусственных красителей и ароматизаторов. Сделано в Италии. Состав Дегидрированное мясо оленя (38%), животный жир 16% (очищенное куриное масло на 99,5%), свежее куриное мясо (12%), желтый горох, тапиока, овес (4%), сухая свекольная пульпа, гидролизованный животный белок, пивные дрожжи, минеральные вещества, семена льна (2%), дигидрированная морковь (2%), сухая томатная пульпа, волокна гороха, сухая пульпа ананаса, сухая яблочная пульпа, сухая пульпа черники 1% (соответствует 8,6% свежей черники), сухая пульпа клюквы 1% (соответствует 8,6% свежей клюквы), сухая пульпа малины 1% (соответствует 8,6% свежей малины), ксилоолигосахариды (ХОS 0,3%), хондроитина сульфат, глюкозамин, дрожжевые продукты (источник МОS), спирулина, юкка шидигера. Питательная ценность: сырой белок 28%, сырая клетчатка 2,6%, сырой жир 18%, сырая зола 7,50%, кальций 1,60%, фосфор 1,00%, омега-3 жирные кислоты: 0,5%, омега-6 жирные кислоты: 1,70%. Энергетическая ценность: 4170 ккал/кг. Питательные добавки в одном кг: витамин А (ретинила ацетат): 35 000 МЕ, витамин D3 1 850 МЕ, витамин E (альфа-токоферола ацетат) 83 мг, селен (селенит натрия 0,15 мг): 0,06 мг, марганец (сульфат марганца моногидрат 22,5 мг) 7,3 мг, цинк (оксид цинка 105 мг): 84,3 мг, медь (сульфат меди (II) пентагидрат 9 мг) 2,3 мг, железо (сульфат железа (II) моногидрат 75 мг) 24,6 мг, йод (йодат кальция безводный 1,2мг) 0,78 мг, технически чистый DL-метионин 1100 мг, L-карнитин: 170 мг. Технологические добавки:экстракты токоферолов из растительных масел. Дегидрированное мясо оленя (38%), животный жир 16% (очищенное куриное масло на 99,5%), свежее куриное мясо (12%), желтый горох, тапиока, овес (4%), сухая свекольная пульпа, гидролизованный животный белок, пивные дрожжи, минеральные вещества, семена льна (2%), дигидрированная морковь (2%), сухая томатная пульпа, волокна гороха, сухая пульпа ананаса, сухая яблочная пульпа, сухая пульпа черники 1% (соответствует 8,6% свежей черники), сухая пульпа клюквы 1% (соответствует 8,6% свежей клюквы), сухая пульпа малины 1% (соответствует 8,6% свежей малины), ксилоолигосахариды (ХОS 0,3%), хондроитина сульфат, глюкозамин, дрожжевые продукты (источник МОS), спирулина, юкка шидигера.",сухой корм низкозерновой из мяса оленя для взрослых собак всех пород 15 кг,сухой корм для собак
